Timestamp/DeltaT,Message,Signal,Value
0 ms,RadarObj8,RelVelX8,6428.900000000001
0 ms,RadarObj8,RelAccX8,-11.799999999999997
0 ms,RadarObj9,RelPosX9,-540.2
0 ms,RadarObj9,RelPosY9,-678.7
0 ms,RadarObj9,RelVelX9,-79.9
0 ms,RadarObj9,RelAccX9,-42.6
0 ms,RadarObj10,RelPosX10,4688.700000000001
0 ms,RadarObj10,RelPosY10,4620.1
0 ms,RadarObj10,RelVelX10,6422.6
0 ms,RadarObj10,RelAccX10,6499.200000000001
106 ms,VehicleStatus,VehicleSpeed,46.77
106 ms,VehicleStatus,SteeringAngle,-1343.5
0 ms,VehicleAccel,LateralAccel,62.956
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
1 ms,RadarObj1,RelPosX1,-56.69999999999993
1 ms,RadarObj1,RelPosY1,5106.6
1 ms,RadarObj1,RelVelX1,-31.5
1 ms,RadarObj1,RelAccX1,6496.0
0 ms,RadarObj2,RelPosX2,-172.0999999999999
0 ms,RadarObj2,RelPosY2,5523.700000000001
0 ms,RadarObj2,RelVelX2,-45.699999999999996
0 ms,RadarObj2,RelAccX2,-42.4
0 ms,RadarObj3,RelPosX3,4919.400000000001
0 ms,RadarObj3,RelPosY3,4683.8
0 ms,RadarObj3,RelVelX3,-76.7
0 ms,RadarObj3,RelAccX3,-14.299999999999997
0 ms,RadarObj4,RelPosX4,-840.3
0 ms,RadarObj4,RelPosY4,5410.6
0 ms,RadarObj4,RelVelX4,-51.5
0 ms,RadarObj4,RelAccX4,-34.1
0 ms,RadarObj5,RelPosX5,-795.1
0 ms,RadarObj5,RelPosY5,4896.900000000001
0 ms,RadarObj5,RelVelX5,6437.400000000001
0 ms,RadarObj5,RelAccX5,6467.700000000001
0 ms,RadarObj6,RelPosX6,5417.6
0 ms,RadarObj6,RelPosY6,-309.29999999999995
0 ms,RadarObj6,RelVelX6,-85.9
0 ms,RadarObj6,RelAccX6,-18.9
0 ms,RadarObj7,RelPosX7,-595.2
0 ms,RadarObj7,RelPosY7,5194.0
0 ms,RadarObj7,RelVelX7,-39.599999999999994
0 ms,RadarObj7,RelAccX7,6487.6
0 ms,RadarObj8,RelPosX8,4685.1
0 ms,RadarObj8,RelPosY8,-774.9
0 ms,RadarObj8,RelVelX8,6398.900000000001
0 ms,RadarObj8,RelAccX8,-30.4
0 ms,RadarObj9,RelPosX9,5486.5
0 ms,RadarObj9,RelPosY9,-301.19999999999993
0 ms,RadarObj9,RelVelX9,6425.1
0 ms,RadarObj9,RelAccX9,-25.599999999999998
0 ms,RadarObj10,RelPosX10,-880.9
0 ms,RadarObj10,RelPosY10,-919.2
0 ms,RadarObj10,RelVelX10,-7.8999999999999915
0 ms,RadarObj10,RelAccX10,-14.199999999999996
102 ms,VehicleStatus,VehicleSpeed,156.0
102 ms,VehicleStatus,SteeringAngle,-5686.5
0 ms,VehicleAccel,LateralAccel,58.856
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,5541.6
0 ms,RadarObj1,RelPosY1,4910.5
0 ms,RadarObj1,RelVelX1,6449.700000000001
0 ms,RadarObj1,RelAccX1,-39.0
0 ms,RadarObj2,RelPosX2,-286.19999999999993
0 ms,RadarObj2,RelPosY2,-488.7
0 ms,RadarObj2,RelVelX2,6453.1
0 ms,RadarObj2,RelAccX2,-0.6999999999999957
0 ms,RadarObj3,RelPosX3,-306.19999999999993
0 ms,RadarObj3,RelPosY3,5350.0
0 ms,RadarObj3,RelVelX3,-72.6
0 ms,RadarObj3,RelAccX3,-30.599999999999998
0 ms,RadarObj4,RelPosX4,4761.0
0 ms,RadarObj4,RelPosY4,-127.29999999999995
0 ms,RadarObj4,RelVelX4,-89.5
0 ms,RadarObj4,RelAccX4,6472.6
0 ms,RadarObj5,RelPosX5,5529.1
0 ms,RadarObj5,RelPosY5,-929.2
0 ms,RadarObj5,RelVelX5,6375.700000000001
0 ms,RadarObj5,RelAccX5,-28.799999999999997
0 ms,RadarObj6,RelPosX6,5122.8
0 ms,RadarObj6,RelPosY6,-928.4
0 ms,RadarObj6,RelVelX6,6381.5
0 ms,RadarObj6,RelAccX6,6467.0
1 ms,RadarObj7,RelPosX7,-306.69999999999993
1 ms,RadarObj7,RelPosY7,-769.3
1 ms,RadarObj7,RelVelX7,6409.200000000001
1 ms,RadarObj7,RelAccX7,-8.799999999999997
0 ms,RadarObj8,RelPosX8,-424.1
0 ms,RadarObj8,RelPosY8,-217.0
0 ms,RadarObj8,RelVelX8,-61.9
0 ms,RadarObj8,RelAccX8,6495.400000000001
0 ms,RadarObj9,RelPosX9,5039.3
0 ms,RadarObj9,RelPosY9,-675.4
0 ms,RadarObj9,RelVelX9,-98.4
0 ms,RadarObj9,RelAccX9,6484.0
0 ms,RadarObj10,RelPosX10,4884.3
0 ms,RadarObj10,RelPosY10,4582.700000000001
0 ms,RadarObj10,RelVelX10,-77.0
0 ms,RadarObj10,RelAccX10,-47.1
99 ms,VehicleStatus,VehicleSpeed,58.410000000000004
99 ms,VehicleStatus,SteeringAngle,-4121.2
0 ms,VehicleAccel,LateralAccel,57.869
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
1 ms,RadarObj1,RelPosX1,5248.5
1 ms,RadarObj1,RelPosY1,5091.900000000001
1 ms,RadarObj1,RelVelX1,-84.9
1 ms,RadarObj1,RelAccX1,-5.699999999999996
0 ms,RadarObj2,RelPosX2,-460.69999999999993
0 ms,RadarObj2,RelPosY2,-186.89999999999998
0 ms,RadarObj2,RelVelX2,6423.200000000001
0 ms,RadarObj2,RelAccX2,6496.1
0 ms,RadarObj3,RelPosX3,4602.5
0 ms,RadarObj3,RelPosY3,-291.29999999999995
0 ms,RadarObj3,RelVelX3,6414.900000000001
0 ms,RadarObj3,RelAccX3,-15.600000000000001
0 ms,RadarObj4,RelPosX4,4812.700000000001
0 ms,RadarObj4,RelPosY4,5263.5
0 ms,RadarObj4,RelVelX4,6405.5
0 ms,RadarObj4,RelAccX4,-45.2
0 ms,RadarObj5,RelPosX5,-973.1
0 ms,RadarObj5,RelPosY5,-478.1
0 ms,RadarObj5,RelVelX5,6418.5
0 ms,RadarObj5,RelAccX5,6488.1
0 ms,RadarObj6,RelPosX6,-642.5
0 ms,RadarObj6,RelPosY6,-673.8
0 ms,RadarObj6,RelVelX6,6421.200000000001
0 ms,RadarObj6,RelAccX6,-9.799999999999997
0 ms,RadarObj7,RelPosX7,-766.3
0 ms,RadarObj7,RelPosY7,-447.79999999999995
0 ms,RadarObj7,RelVelX7,6411.1
0 ms,RadarObj7,RelAccX7,6484.400000000001
0 ms,RadarObj8,RelPosX8,5012.400000000001
0 ms,RadarObj8,RelPosY8,-771.7
0 ms,RadarObj8,RelVelX8,-30.599999999999994
0 ms,RadarObj8,RelAccX8,-47.0
0 ms,RadarObj9,RelPosX9,5256.0
0 ms,RadarObj9,RelPosY9,5206.3
0 ms,RadarObj9,RelVelX9,6389.8
0 ms,RadarObj9,RelAccX9,6480.3
0 ms,RadarObj10,RelPosX10,5509.1
0 ms,RadarObj10,RelPosY10,5122.6
0 ms,RadarObj10,RelVelX10,6373.900000000001
0 ms,RadarObj10,RelAccX10,-1.5999999999999943
100 ms,VehicleStatus,VehicleSpeed,59.47
100 ms,VehicleStatus,SteeringAngle,-5853.9
0 ms,VehicleAccel,LateralAccel,4.057
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,5161.900000000001
0 ms,RadarObj1,RelPosY1,4756.6
0 ms,RadarObj1,RelVelX1,6388.200000000001
0 ms,RadarObj1,RelAccX1,-7.899999999999999
0 ms,RadarObj2,RelPosX2,-592.0
0 ms,RadarObj2,RelPosY2,5350.900000000001
0 ms,RadarObj2,RelVelX2,6380.3
0 ms,RadarObj2,RelAccX2,-19.4
0 ms,RadarObj3,RelPosX3,5029.5
0 ms,RadarObj3,RelPosY3,-385.9
0 ms,RadarObj3,RelVelX3,-37.199999999999996
0 ms,RadarObj3,RelAccX3,6495.3
0 ms,RadarObj4,RelPosX4,-997.5
0 ms,RadarObj4,RelPosY4,4566.3
0 ms,RadarObj4,RelVelX4,6389.5
0 ms,RadarObj4,RelAccX4,-28.599999999999998
0 ms,RadarObj5,RelPosX5,-452.19999999999993
0 ms,RadarObj5,RelPosY5,-147.29999999999995
0 ms,RadarObj5,RelVelX5,-69.1
0 ms,RadarObj5,RelAccX5,-20.0
1 ms,RadarObj6,RelPosX6,4656.400000000001
1 ms,RadarObj6,RelPosY6,-175.79999999999995
1 ms,RadarObj6,RelVelX6,-50.599999999999994
1 ms,RadarObj6,RelAccX6,6486.6
0 ms,RadarObj7,RelPosX7,5454.8
0 ms,RadarObj7,RelPosY7,5185.3
0 ms,RadarObj7,RelVelX7,-21.099999999999994
0 ms,RadarObj7,RelAccX7,6477.700000000001
0 ms,RadarObj8,RelPosX8,-853.0
0 ms,RadarObj8,RelPosY8,-263.29999999999995
0 ms,RadarObj8,RelVelX8,-13.5
0 ms,RadarObj8,RelAccX8,-32.099999999999994
0 ms,RadarObj9,RelPosX9,4925.6
0 ms,RadarObj9,RelPosY9,5290.1
0 ms,RadarObj9,RelVelX9,-72.2
0 ms,RadarObj9,RelAccX9,6481.3
0 ms,RadarObj10,RelPosX10,4606.900000000001
0 ms,RadarObj10,RelPosY10,4884.400000000001
0 ms,RadarObj10,RelVelX10,-89.4
0 ms,RadarObj10,RelAccX10,-39.2
100 ms,VehicleStatus,VehicleSpeed,85.56
100 ms,VehicleStatus,SteeringAngle,-6131.2
1 ms,VehicleAccel,LateralAccel,8.769
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,5341.5
0 ms,RadarObj1,RelPosY1,-429.9
0 ms,RadarObj1,RelVelX1,6421.8
0 ms,RadarObj1,RelAccX1,-26.4
0 ms,RadarObj2,RelPosX2,4727.900000000001
0 ms,RadarObj2,RelPosY2,5154.3
0 ms,RadarObj2,RelVelX2,-72.7
0 ms,RadarObj2,RelAccX2,6458.5
0 ms,RadarObj3,RelPosX3,4577.700000000001
0 ms,RadarObj3,RelPosY3,5089.8
0 ms,RadarObj3,RelVelX3,-62.4
0 ms,RadarObj3,RelAccX3,-3.0
0 ms,RadarObj4,RelPosX4,-298.4
0 ms,RadarObj4,RelPosY4,5473.0
0 ms,RadarObj4,RelVelX4,6440.900000000001
0 ms,RadarObj4,RelAccX4,-45.2
0 ms,RadarObj5,RelPosX5,4647.200000000001
0 ms,RadarObj5,RelPosY5,5168.700000000001
0 ms,RadarObj5,RelVelX5,-72.2
0 ms,RadarObj5,RelAccX5,-40.0
0 ms,RadarObj6,RelPosX6,-603.7
0 ms,RadarObj6,RelPosY6,-388.29999999999995
0 ms,RadarObj6,RelVelX6,6430.8
0 ms,RadarObj6,RelAccX6,6461.200000000001
0 ms,RadarObj7,RelPosX7,5297.900000000001
0 ms,RadarObj7,RelPosY7,-969.6
0 ms,RadarObj7,RelVelX7,6374.5
0 ms,RadarObj7,RelAccX7,-26.4
0 ms,RadarObj8,RelPosX8,-843.5
0 ms,RadarObj8,RelPosY8,-689.2
0 ms,RadarObj8,RelVelX8,6373.0
0 ms,RadarObj8,RelAccX8,6495.200000000001
0 ms,RadarObj9,RelPosX9,5032.0
0 ms,RadarObj9,RelPosY9,-965.6
0 ms,RadarObj9,RelVelX9,6379.5
0 ms,RadarObj9,RelAccX9,6487.1
0 ms,RadarObj10,RelPosX10,-762.8
0 ms,RadarObj10,RelPosY10,-263.69999999999993
0 ms,RadarObj10,RelVelX10,6446.900000000001
0 ms,RadarObj10,RelAccX10,6471.200000000001
100 ms,VehicleStatus,VehicleSpeed,79.03
100 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,59.289
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,-481.6
0 ms,RadarObj1,RelPosY1,-991.0
0 ms,RadarObj1,RelVelX1,6435.5
0 ms,RadarObj1,RelAccX1,6483.400000000001
0 ms,RadarObj2,RelPosX2,5392.8
0 ms,RadarObj2,RelPosY2,-324.0999999999999
0 ms,RadarObj2,RelVelX2,-84.9
0 ms,RadarObj2,RelAccX2,-3.799999999999997
1 ms,RadarObj3,RelPosX3,5049.0
1 ms,RadarObj3,RelPosY3,-273.9
1 ms,RadarObj3,RelVelX3,6427.700000000001
1 ms,RadarObj3,RelAccX3,-22.4
0 ms,RadarObj4,RelPosX4,4836.8
0 ms,RadarObj4,RelPosY4,5165.400000000001
0 ms,RadarObj4,RelVelX4,-21.599999999999994
0 ms,RadarObj4,RelAccX4,6469.200000000001
0 ms,RadarObj5,RelPosX5,-407.6
0 ms,RadarObj5,RelPosY5,5118.5
0 ms,RadarObj5,RelVelX5,-99.0
0 ms,RadarObj5,RelAccX5,-16.699999999999996
0 ms,RadarObj6,RelPosX6,-926.8
0 ms,RadarObj6,RelPosY6,4801.1
0 ms,RadarObj6,RelVelX6,-21.19999999999999
0 ms,RadarObj6,RelAccX6,6457.0
0 ms,RadarObj7,RelPosX7,5062.8
0 ms,RadarObj7,RelPosY7,-917.0
0 ms,RadarObj7,RelVelX7,-18.299999999999997
0 ms,RadarObj7,RelAccX7,6488.200000000001
0 ms,RadarObj8,RelPosX8,4658.400000000001
0 ms,RadarObj8,RelPosY8,-40.39999999999998
0 ms,RadarObj8,RelVelX8,-29.700000000000003
0 ms,RadarObj8,RelAccX8,-9.299999999999997
0 ms,RadarObj9,RelPosX9,-129.5
0 ms,RadarObj9,RelPosY9,4559.0
0 ms,RadarObj9,RelVelX9,6366.200000000001
0 ms,RadarObj9,RelAccX9,-5.399999999999999
0 ms,RadarObj10,RelPosX10,5387.3
0 ms,RadarObj10,RelPosY10,5050.400000000001
0 ms,RadarObj10,RelVelX10,-68.2
0 ms,RadarObj10,RelAccX10,6458.400000000001
101 ms,VehicleStatus,VehicleSpeed,88.18
101 ms,VehicleStatus,SteeringAngle,-6071.8
0 ms,VehicleAccel,LateralAccel,64.19200000000001
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,5004.0
0 ms,RadarObj1,RelPosY1,-889.9
0 ms,RadarObj1,RelVelX1,6388.900000000001
0 ms,RadarObj1,RelAccX1,-23.599999999999998
0 ms,RadarObj2,RelPosX2,-476.69999999999993
0 ms,RadarObj2,RelPosY2,5376.8
0 ms,RadarObj2,RelVelX2,-33.099999999999994
0 ms,RadarObj2,RelAccX2,-14.799999999999997
0 ms,RadarObj3,RelPosX3,-68.79999999999995
0 ms,RadarObj3,RelPosY3,5150.1
0 ms,RadarObj3,RelVelX3,-88.6
0 ms,RadarObj3,RelAccX3,-21.0
0 ms,RadarObj4,RelPosX4,-787.0
0 ms,RadarObj4,RelPosY4,5001.5
0 ms,RadarObj4,RelVelX4,-20.5
0 ms,RadarObj4,RelAccX4,-28.5
0 ms,RadarObj5,RelPosX5,-671.4
0 ms,RadarObj5,RelPosY5,4847.5
0 ms,RadarObj5,RelVelX5,6419.1
0 ms,RadarObj5,RelAccX5,6475.1
0 ms,RadarObj6,RelPosX6,-653.8
0 ms,RadarObj6,RelPosY6,-43.799999999999955
0 ms,RadarObj6,RelVelX6,6440.6
0 ms,RadarObj6,RelAccX6,6474.0
0 ms,RadarObj7,RelPosX7,5025.8
0 ms,RadarObj7,RelPosY7,4738.900000000001
0 ms,RadarObj7,RelVelX7,-24.200000000000003
0 ms,RadarObj7,RelAccX7,-1.2999999999999972
1 ms,RadarObj8,RelPosX8,-448.0
1 ms,RadarObj8,RelPosY8,4779.6
1 ms,RadarObj8,RelVelX8,-34.3
1 ms,RadarObj8,RelAccX8,-15.199999999999996
0 ms,RadarObj9,RelPosX9,-598.7
0 ms,RadarObj9,RelPosY9,-746.3
0 ms,RadarObj9,RelVelX9,6361.1
0 ms,RadarObj9,RelAccX9,6489.0
0 ms,RadarObj10,RelPosX10,-854.5
0 ms,RadarObj10,RelPosY10,4607.900000000001
0 ms,RadarObj10,RelVelX10,6436.1
0 ms,RadarObj10,RelAccX10,6488.5
100 ms,VehicleStatus,VehicleSpeed,166.31
100 ms,VehicleStatus,SteeringAngle,-4823.4
0 ms,VehicleAccel,LateralAccel,3.277
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-894.2
0 ms,RadarObj1,RelPosY1,-857.3
0 ms,RadarObj1,RelVelX1,-46.8
0 ms,RadarObj1,RelAccX1,6465.3
0 ms,RadarObj2,RelPosX2,5461.900000000001
0 ms,RadarObj2,RelPosY2,4950.8
0 ms,RadarObj2,RelVelX2,-61.699999999999996
0 ms,RadarObj2,RelAccX2,6472.900000000001
0 ms,RadarObj3,RelPosX3,-416.79999999999995
0 ms,RadarObj3,RelPosY3,5017.8
0 ms,RadarObj3,RelVelX3,-84.1
0 ms,RadarObj3,RelAccX3,-33.099999999999994
0 ms,RadarObj4,RelPosX4,-282.69999999999993
0 ms,RadarObj4,RelPosY4,4559.5
0 ms,RadarObj4,RelVelX4,-57.199999999999996
0 ms,RadarObj4,RelAccX4,6468.3
0 ms,RadarObj5,RelPosX5,-751.3
0 ms,RadarObj5,RelPosY5,4924.0
0 ms,RadarObj5,RelVelX5,6405.400000000001
0 ms,RadarObj5,RelAccX5,-32.5
0 ms,RadarObj6,RelPosX6,-579.0999999999999
0 ms,RadarObj6,RelPosY6,-42.5
0 ms,RadarObj6,RelVelX6,-99.2
0 ms,RadarObj6,RelAccX6,-34.6
0 ms,RadarObj7,RelPosX7,5541.6
0 ms,RadarObj7,RelPosY7,-385.5
0 ms,RadarObj7,RelVelX7,6423.3
0 ms,RadarObj7,RelAccX7,6466.8
0 ms,RadarObj8,RelPosX8,-35.799999999999955
0 ms,RadarObj8,RelPosY8,4639.0
0 ms,RadarObj8,RelVelX8,6368.400000000001
0 ms,RadarObj8,RelAccX8,6487.0
0 ms,RadarObj9,RelPosX9,5093.5
0 ms,RadarObj9,RelPosY9,4817.700000000001
0 ms,RadarObj9,RelVelX9,-95.3
0 ms,RadarObj9,RelAccX9,-26.599999999999998
0 ms,RadarObj10,RelPosX10,-83.09999999999991
0 ms,RadarObj10,RelPosY10,4657.6
0 ms,RadarObj10,RelVelX10,-80.3
0 ms,RadarObj10,RelAccX10,-48.1
100 ms,VehicleStatus,VehicleSpeed,224.83
100 ms,VehicleStatus,SteeringAngle,-4523.2
1 ms,VehicleAccel,LateralAccel,57.224000000000004
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,4807.400000000001
0 ms,RadarObj1,RelPosY1,-287.0999999999999
0 ms,RadarObj1,RelVelX1,6354.3
0 ms,RadarObj1,RelAccX1,-18.099999999999998
0 ms,RadarObj2,RelPosX2,-246.5999999999999
0 ms,RadarObj2,RelPosY2,5442.6
0 ms,RadarObj2,RelVelX2,6445.700000000001
0 ms,RadarObj2,RelAccX2,6499.400000000001
0 ms,RadarObj3,RelPosX3,4945.1
0 ms,RadarObj3,RelPosY3,-354.69999999999993
0 ms,RadarObj3,RelVelX3,-14.099999999999994
0 ms,RadarObj3,RelAccX3,6478.200000000001
0 ms,RadarObj4,RelPosX4,-3.2999999999999545
0 ms,RadarObj4,RelPosY4,5243.5
0 ms,RadarObj4,RelVelX4,-30.599999999999994
0 ms,RadarObj4,RelAccX4,6496.700000000001
0 ms,RadarObj5,RelPosX5,4935.900000000001
0 ms,RadarObj5,RelPosY5,-981.9
0 ms,RadarObj5,RelVelX5,6425.8
0 ms,RadarObj5,RelAccX5,-8.799999999999997
0 ms,RadarObj6,RelPosX6,4881.1
0 ms,RadarObj6,RelPosY6,-614.9
0 ms,RadarObj6,RelVelX6,6432.400000000001
0 ms,RadarObj6,RelAccX6,-38.7
0 ms,RadarObj7,RelPosX7,-696.5999999999999
0 ms,RadarObj7,RelPosY7,-965.3
0 ms,RadarObj7,RelVelX7,6431.1
0 ms,RadarObj7,RelAccX7,6455.6
0 ms,RadarObj8,RelPosX8,5058.6
0 ms,RadarObj8,RelPosY8,4686.900000000001
0 ms,RadarObj8,RelVelX8,-43.199999999999996
0 ms,RadarObj8,RelAccX8,6503.3
0 ms,RadarObj9,RelPosX9,-267.9
0 ms,RadarObj9,RelPosY9,-740.8
0 ms,RadarObj9,RelVelX9,-63.5
0 ms,RadarObj9,RelAccX9,-32.599999999999994
1 ms,RadarObj10,RelPosX10,-63.59999999999991
1 ms,RadarObj10,RelPosY10,5359.8
1 ms,RadarObj10,RelVelX10,6396.700000000001
1 ms,RadarObj10,RelAccX10,6488.900000000001
100 ms,VehicleStatus,VehicleSpeed,149.49
100 ms,VehicleStatus,SteeringAngle,-5115.299999999999
0 ms,VehicleAccel,LateralAccel,8.003
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,4823.1
0 ms,RadarObj1,RelPosY1,-54.5
0 ms,RadarObj1,RelVelX1,6371.8
0 ms,RadarObj1,RelAccX1,-24.799999999999997
0 ms,RadarObj2,RelPosX2,-310.5999999999999
0 ms,RadarObj2,RelPosY2,4702.0
0 ms,RadarObj2,RelVelX2,-53.8
0 ms,RadarObj2,RelAccX2,-27.599999999999998
0 ms,RadarObj3,RelPosX3,-4.699999999999932
0 ms,RadarObj3,RelPosY3,4845.700000000001
0 ms,RadarObj3,RelVelX3,-91.6
0 ms,RadarObj3,RelAccX3,-21.799999999999997
0 ms,RadarObj4,RelPosX4,5330.1
0 ms,RadarObj4,RelPosY4,5006.900000000001
0 ms,RadarObj4,RelVelX4,6371.8
0 ms,RadarObj4,RelAccX4,-47.5
0 ms,RadarObj5,RelPosX5,4876.1
0 ms,RadarObj5,RelPosY5,-42.89999999999998
0 ms,RadarObj5,RelVelX5,-85.4
0 ms,RadarObj5,RelAccX5,6495.6
0 ms,RadarObj6,RelPosX6,-971.5
0 ms,RadarObj6,RelPosY6,5015.1
0 ms,RadarObj6,RelVelX6,6423.0
0 ms,RadarObj6,RelAccX6,-26.299999999999997
0 ms,RadarObj7,RelPosX7,-759.9
0 ms,RadarObj7,RelPosY7,-207.5999999999999
0 ms,RadarObj7,RelVelX7,-69.9
0 ms,RadarObj7,RelAccX7,6478.5
0 ms,RadarObj8,RelPosX8,5267.3
0 ms,RadarObj8,RelPosY8,5501.900000000001
0 ms,RadarObj8,RelVelX8,-3.6999999999999886
0 ms,RadarObj8,RelAccX8,6490.3
0 ms,RadarObj9,RelPosX9,-409.0
0 ms,RadarObj9,RelPosY9,-350.29999999999995
0 ms,RadarObj9,RelVelX9,6413.1
0 ms,RadarObj9,RelAccX9,-27.599999999999998
0 ms,RadarObj10,RelPosX10,-801.8
0 ms,RadarObj10,RelPosY10,-184.5
0 ms,RadarObj10,RelVelX10,-19.0
0 ms,RadarObj10,RelAccX10,6479.0
101 ms,VehicleStatus,VehicleSpeed,58.300000000000004
101 ms,VehicleStatus,SteeringAngle,-4523.299999999999
1 ms,VehicleAccel,LateralAccel,6.117
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,-389.19999999999993
0 ms,RadarObj1,RelPosY1,4796.5
0 ms,RadarObj1,RelVelX1,6404.200000000001
0 ms,RadarObj1,RelAccX1,-26.299999999999997
0 ms,RadarObj2,RelPosX2,-43.39999999999998
0 ms,RadarObj2,RelPosY2,-796.3
0 ms,RadarObj2,RelVelX2,-65.19999999999999
0 ms,RadarObj2,RelAccX2,-14.600000000000001
0 ms,RadarObj3,RelPosX3,-268.0999999999999
0 ms,RadarObj3,RelPosY3,-144.79999999999995
0 ms,RadarObj3,RelVelX3,6357.900000000001
0 ms,RadarObj3,RelAccX3,6494.0
0 ms,RadarObj4,RelPosX4,-300.5999999999999
0 ms,RadarObj4,RelPosY4,-787.5
0 ms,RadarObj4,RelVelX4,-17.39999999999999
0 ms,RadarObj4,RelAccX4,-29.299999999999997
0 ms,RadarObj5,RelPosX5,-242.19999999999993
0 ms,RadarObj5,RelPosY5,-139.19999999999993
0 ms,RadarObj5,RelVelX5,-46.3
0 ms,RadarObj5,RelAccX5,6479.1
0 ms,RadarObj6,RelPosX6,-351.79999999999995
0 ms,RadarObj6,RelPosY6,-121.19999999999993
0 ms,RadarObj6,RelVelX6,-99.6
0 ms,RadarObj6,RelAccX6,-7.099999999999994
0 ms,RadarObj7,RelPosX7,4750.6
0 ms,RadarObj7,RelPosY7,5499.700000000001
0 ms,RadarObj7,RelVelX7,6441.400000000001
0 ms,RadarObj7,RelAccX7,-30.7
0 ms,RadarObj8,RelPosX8,5414.200000000001
0 ms,RadarObj8,RelPosY8,-133.0999999999999
0 ms,RadarObj8,RelVelX8,6427.400000000001
0 ms,RadarObj8,RelAccX8,6472.900000000001
0 ms,RadarObj9,RelPosX9,-999.5
0 ms,RadarObj9,RelPosY9,-872.1
0 ms,RadarObj9,RelVelX9,-82.8
0 ms,RadarObj9,RelAccX9,6474.0
0 ms,RadarObj10,RelPosX10,4965.1
0 ms,RadarObj10,RelPosY10,4891.900000000001
0 ms,RadarObj10,RelVelX10,-71.0
0 ms,RadarObj10,RelAccX10,-32.599999999999994
102 ms,VehicleStatus,VehicleSpeed,197.06
102 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,4.7860000000000005
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,5279.900000000001
0 ms,RadarObj1,RelPosY1,-809.6
0 ms,RadarObj1,RelVelX1,6369.3
0 ms,RadarObj1,RelAccX1,6462.8
0 ms,RadarObj2,RelPosX2,-808.4
0 ms,RadarObj2,RelPosY2,4583.400000000001
0 ms,RadarObj2,RelVelX2,-15.199999999999989
0 ms,RadarObj2,RelAccX2,6481.0
0 ms,RadarObj3,RelPosX3,-57.09999999999991
0 ms,RadarObj3,RelPosY3,5100.700000000001
0 ms,RadarObj3,RelVelX3,6436.0
0 ms,RadarObj3,RelAccX3,-21.099999999999998
0 ms,RadarObj4,RelPosX4,5492.200000000001
0 ms,RadarObj4,RelPosY4,5452.8
0 ms,RadarObj4,RelVelX4,6445.200000000001
0 ms,RadarObj4,RelAccX4,6503.200000000001
0 ms,RadarObj5,RelPosX5,5199.8
0 ms,RadarObj5,RelPosY5,-835.3
0 ms,RadarObj5,RelVelX5,-68.2
0 ms,RadarObj5,RelAccX5,-6.899999999999999
0 ms,RadarObj6,RelPosX6,5136.200000000001
0 ms,RadarObj6,RelPosY6,5112.6
